文件名,方块ID 中文名,匹配方式
radioreceiver_on1.png,1053 信号接收器,贴图列+_on1
radioreceiver_on1_emi.png,1053 信号接收器,贴图列+_on1
radioreceiver_on2.png,1053 信号接收器,贴图列+_on2
radioreceiver_on2_emi.png,1053 信号接收器,贴图列+_on2
radioreceiver_on3.png,1053 信号接收器,贴图列+_on3
radioreceiver_on3_emi.png,1053 信号接收器,贴图列+_on3
radioreceiver_on4.png,1053 信号接收器,贴图列+_on4
radioreceiver_on4_emi.png,1053 信号接收器,贴图列+_on4
radioreceiver_on5.png,1053 信号接收器,贴图列+_on5
radioreceiver_on5_emi.png,1053 信号接收器,贴图列+_on5
radioreceiver_on6.png,1053 信号接收器,贴图列+_on6
radioreceiver_on6_emi.png,1053 信号接收器,贴图列+_on6
radioreceiver_on_emi.png,1053 信号接收器,贴图列+_on
radish.png,1521 萝卜,贴图列精确
rail.png,,
rail_hint.png,,
rail_off.png,,
rail_on.png,,
rail_red.png,,
railknot.png,725 轨道节点; 729 加速轨道节点,贴图列精确
railknot_mix.png,725 轨道节点; 729 加速轨道节点,贴图列+_mix
railknot_off.png,729 加速轨道节点,贴图列精确
railknot_off_mix.png,729 加速轨道节点,贴图列+_mix
railknot_on.png,725 轨道节点; 729 加速轨道节点,贴图列+_on
railknot_on_emi.png,725 轨道节点; 729 加速轨道节点,贴图列+_on
railknot_on_mix.png,725 轨道节点; 729 加速轨道节点,贴图列+_on
rainbowgrass_bottom.png,269 荧光彩色草,贴图列+_bottom
rainbowgrass_middle.png,269 荧光彩色草,贴图列+_middle
rainbowgrass_top.png,269 荧光彩色草,贴图列+_top
rainbowgrass_top_emi.png,269 荧光彩色草,贴图列+_top
range_finder.png,1066 测距仪,贴图列精确
range_finder_mix.png,1066 测距仪,贴图列+_mix
rape blossoms.png,,
rapeblossoms.png,1526 油菜花,贴图列精确
raspberry.png,1529 覆盆子,贴图列精确
readypoint.png,1036 准备点,贴图列精确
readypoint_mix.png,1036 准备点,贴图列+_mix
red sorghum.png,,
red_arboret.png,151026 红色卫矛,贴图列精确
red_candle.png,1137 红烛灯; 1139 红烛灯,贴图列精确
red_candle_mix.png,1137 红烛灯; 1139 红烛灯,贴图列+_mix
red_sand.png,128 红沙,贴图列精确
red_sand_mix.png,128 红沙,贴图列+_mix
redagave_middle.png,438 红色忘忧草种子,贴图列+_middle
redagave_seed.png,438 红色忘忧草种子,贴图列+_seed
redalga.png,314 红藻,贴图列精确
redalga_emi.png,314 红藻,贴图列+_emi
redarableland_dry.png,150 红土耕地,贴图列+_dry
redarableland_dry_mix.png,150 红土耕地,贴图列+_dry
redarableland_side_dry.png,150 红土耕地,贴图列+_side
redarableland_side_dry_mix.png,150 红土耕地,贴图列+_side
redarableland_side_wet.png,150 红土耕地,贴图列+_side
redarableland_side_wet_mix.png,150 红土耕地,贴图列+_side
redarableland_wet.png,150 红土耕地,贴图列+_wet
redarableland_wet_mix.png,150 红土耕地,贴图列+_wet
redburyland_dry.png,151 红土土坑,贴图列+_dry
redburyland_dry_mix.png,151 红土土坑,贴图列+_dry
redburyland_side_dry.png,151 红土土坑,贴图列+_side
redburyland_side_dry_mix.png,151 红土土坑,贴图列+_side
redburyland_side_wet.png,151 红土土坑,贴图列+_side
redburyland_side_wet_mix.png,151 红土土坑,贴图列+_side
redburyland_wet.png,151 红土土坑,贴图列+_wet
redburyland_wet_mix.png,151 红土土坑,贴图列+_wet
redsoil_side.png,233 红土,贴图列+_side
redsoil_side_mix.png,233 红土,贴图列+_side
redsoil_top.png,150 红土耕地; 151 红土土坑,贴图列精确
redsoil_top_mix.png,150 红土耕地; 151 红土土坑,贴图列+_mix
redsorghum.png,1531 红高粱,贴图列精确
reed_grass.png,150062 芦苇,贴图列精确
reeds_bottom.png,1468 甘蔗,贴图列+_bottom
reeds_top.png,1468 甘蔗,贴图列+_top
reef_0.png,25 礁石,贴图列+_0
reef_0_mix.png,25 礁石,贴图列+_0
reef_1.png,25 礁石,贴图列+_1
reef_2.png,25 礁石,贴图列+_2
reef_3.png,25 礁石,贴图列+_3
reef_4.png,25 礁石,贴图列+_4
reef_5.png,25 礁石,贴图列+_5
reef_6.png,25 礁石,贴图列+_6
reef_7.png,25 礁石,贴图列+_7
reef_8.png,25 礁石,贴图列+_8
reef_9.png,25 礁石,贴图列+_9
refined_and_complete_edged_stone_brick.png,160039 精制完整镶边石砖; 163025 精制完整镶边石斜板; 165024 精制完整镶边石薄斜板; 166024 精制完整镶边石大薄斜板; 167024 精制完整镶边石竖薄斜板; 168024 精制完整镶边石竖大薄斜板; 170047 精制完整镶边石三棱柱; 171047 精制完整镶边石弧板; 172047 精制完整镶边石薄弧板; 173047 精制完整镶边石大薄弧板; 174047 精制完整镶边石竖薄弧板; 175047 精制完整镶边石大竖薄弧板; 176047 精制完整镶边石棱锥,贴图列精确
refined_and_complete_edged_stone_brick_mix.png,160039 精制完整镶边石砖; 163025 精制完整镶边石斜板; 165024 精制完整镶边石薄斜板; 166024 精制完整镶边石大薄斜板; 167024 精制完整镶边石竖薄斜板; 168024 精制完整镶边石竖大薄斜板; 170047 精制完整镶边石三棱柱; 171047 精制完整镶边石弧板; 172047 精制完整镶边石薄弧板; 173047 精制完整镶边石大薄弧板; 174047 精制完整镶边石竖薄弧板; 175047 精制完整镶边石大竖薄弧板; 176047 精制完整镶边石棱锥,贴图列+_mix
refined_complete_stone_brick.png,160036 精制完整石砖; 163024 精制完整石斜板; 165023 精制完整石薄斜板; 166023 精制完整石大薄斜板; 167023 精制完整石竖薄斜板; 168023 精制完整石竖大薄斜板; 170046 精制完整石三棱柱; 171046 精制完整石弧板; 172046 精制完整石薄弧板; 173046 精制完整石大薄弧板; 174046 精制完整石竖薄弧板; 175046 精制完整石大竖薄弧板; 176046 精制完整石棱锥,贴图列精确
refined_complete_stone_brick_mix.png,160036 精制完整石砖; 163024 精制完整石斜板; 165023 精制完整石薄斜板; 166023 精制完整石大薄斜板; 167023 精制完整石竖薄斜板; 168023 精制完整石竖大薄斜板; 170046 精制完整石三棱柱; 171046 精制完整石弧板; 172046 精制完整石薄弧板; 173046 精制完整石大薄弧板; 174046 精制完整石竖薄弧板; 175046 精制完整石大竖薄弧板; 176046 精制完整石棱锥,贴图列+_mix
refined_fan_patterned_multi_grid_stone_brick.png,160038 精制扇纹多格石砖,贴图列精确
refined_fan_patterned_multi_grid_stone_brick_mix.png,160038 精制扇纹多格石砖,贴图列+_mix
refined_four_grid_stone_brick.png,160035 精制四格石砖,贴图列精确
refined_four_grid_stone_brick_mix.png,160035 精制四格石砖,贴图列+_mix
refined_horizontal_striped_patterned_stone_brick.png,160040 精制花横纹石砖; 161022 精制花横纹石薄板; 169022 精制花横纹石楼梯,贴图列精确
refined_horizontal_striped_patterned_stone_brick_mix.png,160040 精制花横纹石砖; 161022 精制花横纹石薄板; 169022 精制花横纹石楼梯,贴图列+_mix
refined_multi_grid_stone_brick.png,160037 精制多格石砖,贴图列精确
refined_multi_grid_stone_brick_mix.png,160037 精制多格石砖,贴图列+_mix
refined_vertical_striped_stone_brick.png,160041 精制竖纹石砖; 162023 精制竖纹石竖薄板; 164023 精制竖纹石竖板,贴图列精确
refined_vertical_striped_stone_brick_mix.png,160041 精制竖纹石砖; 162023 精制竖纹石竖薄板; 164023 精制竖纹石竖板,贴图列+_mix
reflect_glass.png,1060 反射镜,贴图列精确
reflect_glass_emi.png,1060 反射镜,贴图列+_emi
reflect_glass_mix.png,1060 反射镜,贴图列+_mix
refrigerator1.png,1678 纯白冰箱,贴图列精确
refrigerator1_rgb.png,1678 纯白冰箱,贴图列+_rgb
refrigerator2.png,1679 银灰冰箱,贴图列精确
refrigerator2_emi.png,1679 银灰冰箱,贴图列+_emi
refrigerator2_rgb.png,1679 银灰冰箱,贴图列+_rgb
refrigerator3.png,1680 酷黑冰箱,贴图列精确
refrigerator3_emi.png,1680 酷黑冰箱,贴图列+_emi
refrigerator3_mix.png,1680 酷黑冰箱,贴图列+_mix
refrigerator3_rgb.png,1680 酷黑冰箱,贴图列+_rgb
repeater_off.png,702 星能增幅器,贴图列精确
repeater_on.png,703 星能增幅器,贴图列精确
repeater_switch1.png,702 星能增幅器; 703 星能增幅器,贴图列+1
repeater_switch2.png,702 星能增幅器; 703 星能增幅器,贴图列+2
repeater_switch3.png,702 星能增幅器; 703 星能增幅器,贴图列+3
repeater_switch4.png,702 星能增幅器; 703 星能增幅器,贴图列+4
repeater_switch5.png,702 星能增幅器; 703 星能增幅器,贴图列+5
resistance.png,1034 星能阻隔器,贴图列精确
resurrectionstatue.png,596 石制雕像,贴图列精确
resurrectionstatue_mix.png,596 石制雕像,贴图列+_mix
ribbed_adobe_brick.png,160014 棱纹土砖,贴图列精确
ribbed_adobe_brick_mix.png,160014 棱纹土砖,贴图列+_mix
rice_cooker1.png,1681 纯白电饭煲,贴图列精确
rice_cooker1_emi.png,1681 纯白电饭煲,贴图列+_emi
rice_cooker1_rgb.png,1681 纯白电饭煲,贴图列+_rgb
rice_cooker2.png,1682 银灰电饭煲,贴图列精确
rice_cooker2_emi.png,1682 银灰电饭煲,贴图列+_emi
rice_cooker2_mix.png,1682 银灰电饭煲,贴图列+_mix
rice_cooker2_rgb.png,1682 银灰电饭煲,贴图列+_rgb
rice_cooker3.png,1683 酷黑电饭煲,贴图列精确
rice_cooker3_emi.png,1683 酷黑电饭煲,贴图列+_emi
rice_cooker3_rgb.png,1683 酷黑电饭煲,贴图列+_rgb
rice_s0.png,234 水稻; 1464 水稻,贴图列+_s0
rice_s1.png,234 水稻; 1464 水稻,贴图列+_s1
rice_s2.png,234 水稻; 1464 水稻,贴图列+_s2
rice_s3.png,234 水稻; 1464 水稻,贴图列+_s3
roadblock.png,390111 路障雪糕筒,贴图列精确
rock.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列精确
rock_mix.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_mix
rock_oil.png,448 石油块,贴图列精确
rock_oil_mix.png,448 石油块,贴图列+_mix
rock_smelter.png,802 冶炼台,贴图列精确
rock_smelter_lit.png,802 冶炼台,贴图列+_lit
rock_smelter_lit_emi.png,802 冶炼台,贴图列+_lit
rock_smelter_mix.png,802 冶炼台,贴图列+_mix
rock_snow_down_more.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_snow
rock_snow_horizontal_halftriangle.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_snow
rock_snow_side.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_snow
rock_snow_trapezoid_down.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_snow
rock_snow_trapezoid_up.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_snow
rock_snow_trapezoid_up_second.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_snow
rock_snow_triangle.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_snow
rock_snow_vertical_halftriangle.png,157 石质竖薄板; 505 碎石块; 509 石质薄板; 529 石质楼梯; 548 碎石墙; 1249 石质斜板; 1277 石质薄斜板; 1278 石质大薄斜板; 1321 石质竖薄斜板; 1322 石质竖大薄斜板; 1360 石质竖板; 170006 石质三棱柱; 171006 石质弧板; 172006 石质薄弧板; 173006 石质大薄弧板; 174006 石质竖薄弧板; 175006 石质大竖薄弧板; 176006 石质棱锥,贴图列+_snow
rose.png,313 月季; 444 月季种子; 1455 月季; 1499 月季（苗）,贴图列精确
rose_middle.png,313 月季; 444 月季种子; 1455 月季; 1499 月季（苗）,贴图列+_middle
rose_seed.png,313 月季; 444 月季种子; 1455 月季; 1499 月季（苗）,贴图列+_seed
rose_top.png,313 月季; 444 月季种子; 1455 月季; 1499 月季（苗）,贴图列+_top
rough_arenosol_brick.png,160022 粗制砂土砖,贴图列精确
rough_arenosol_brick_mix.png,160022 粗制砂土砖,贴图列+_mix
rough_complete_stone_brick.png,160043 粗制完整石砖; 163026 粗制完整石斜板; 165025 粗制完整石薄斜板; 166025 粗制完整石大薄斜板; 167025 粗制完整石竖薄斜板; 168025 粗制完整石竖大薄斜板; 170048 粗制完整石三棱柱; 171048 粗制完整石弧板; 172048 粗制完整石薄弧板; 173048 粗制完整石大薄弧板; 174048 粗制完整石竖薄弧板; 175048 粗制完整石大竖薄弧板; 176048 粗制完整石棱锥,贴图列精确
rough_complete_stone_brick_mix.png,160043 粗制完整石砖; 163026 粗制完整石斜板; 165025 粗制完整石薄斜板; 166025 粗制完整石大薄斜板; 167025 粗制完整石竖薄斜板; 168025 粗制完整石竖大薄斜板; 170048 粗制完整石三棱柱; 171048 粗制完整石弧板; 172048 粗制完整石薄弧板; 173048 粗制完整石大薄弧板; 174048 粗制完整石竖薄弧板; 175048 粗制完整石大竖薄弧板; 176048 粗制完整石棱锥,贴图列+_mix
rough_four_grid_stacked_stone_brick.png,160042 粗制四格垒石砖,贴图列精确
rough_four_grid_stacked_stone_brick_mix.png,160042 粗制四格垒石砖,贴图列+_mix
rough_mossy_stone_brick.png,160046 粗制苔藓石砖,贴图列精确
rough_mossy_stone_brick_mix.png,160046 粗制苔藓石砖,贴图列+_mix
rough_multi_grid_stone_brick.png,160044 粗制多格石砖; 161023 粗制多格石薄板; 169023 粗制多格石楼梯,贴图列精确
rough_multi_grid_stone_brick_mix.png,160044 粗制多格石砖; 161023 粗制多格石薄板; 169023 粗制多格石楼梯,贴图列+_mix
rough_vertical_striped_stone_brick.png,160045 粗制竖纹石砖; 162024 粗制竖纹石竖薄板; 164024 粗制竖纹石竖板,贴图列精确
rough_vertical_striped_stone_brick_mix.png,160045 粗制竖纹石砖; 162024 粗制竖纹石竖薄板; 164024 粗制竖纹石竖板,贴图列+_mix
rug.png,1672 绒毛地毯,贴图列精确
rug_rgb.png,1672 绒毛地毯,贴图列+_rgb
runecube_azure_notactivated.png,201755 符文方块-湛蓝,贴图列精确
runecube_crimson_notactivated.png,201754 符文方块-赤红,贴图列精确
runecube_emeraldgreen_notactivated.png,201756 符文方块-碧绿,贴图列精确
runecube_none_notactivated.png,201759 符文方块-无,贴图列精确
runecube_purpleshadow_notactivated.png,201758 符文方块-幽紫,贴图列精确
runecube_radiantyellow_notactivated.png,201757 符文方块-耀黄,贴图列精确
runestone_attack.png,453 攻击符文矿石,贴图列精确
runestone_attack1.png,453 攻击符文矿石,贴图列精确
runestone_attack1_emi.png,453 攻击符文矿石,贴图列+_emi
runestone_attack_emi.png,453 攻击符文矿石,贴图列+_emi
runestone_defence.png,454 防御符文矿石,贴图列精确
runestone_defence1.png,454 防御符文矿石,贴图列精确
runestone_defence1_emi.png,454 防御符文矿石,贴图列+_emi
runestone_defence_emi.png,454 防御符文矿石,贴图列+_emi
runestone_efficiency.png,455 符文矿石,贴图列精确
runestone_efficiency1.png,455 符文矿石,贴图列精确
runestone_efficiency1_emi.png,455 符文矿石,贴图列+_emi
runestone_efficiency_emi.png,455 符文矿石,贴图列+_emi
ruolan.png,301 若兰; 432 若兰花种子,贴图列精确
ruolan_middle.png,301 若兰; 432 若兰花种子,贴图列+_middle
ruolan_middle_emi.png,301 若兰; 432 若兰花种子,贴图列+_middle
ruolan_middleemi.png,301 若兰; 432 若兰花种子,贴图列+_middleemi
ruolan_seed.png,301 若兰; 432 若兰花种子,贴图列+_seed
sacredtree_core.png,,
sand.png,106 黄沙,贴图列精确
sand_brick.png,424 精制黄砖,贴图列精确
sand_brick_mix.png,424 精制黄砖,贴图列+_mix
sand_flow.png,14 动态流沙,贴图列精确
sand_slate.png,423 粗制黄砖,贴图列精确
sand_slate_mix.png,423 粗制黄砖,贴图列+_mix
sand_still.png,13 静态流沙,贴图列精确
sandstone_bottom.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_bottom
sandstone_bottom_mix.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_bottom
sandstone_carved.png,541 方碑黄砖,贴图列精确
sandstone_carved_mix.png,541 方碑黄砖,贴图列+_mix
sandstone_normal.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 527 黄砖楼梯; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列精确
sandstone_normal_mix.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 527 黄砖楼梯; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_mix
sandstone_smooth.png,540 古老黄砖,贴图列精确
sandstone_smooth_mix.png,540 古老黄砖,贴图列+_mix
sandstone_snow_down_more.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_snow
sandstone_snow_horizontal_halftriangle.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_snow
sandstone_snow_side.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_snow
sandstone_snow_trapezoid_down.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_snow
sandstone_snow_trapezoid_up.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_snow
sandstone_snow_trapezoid_up_second.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_snow
sandstone_snow_triangle.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_snow
sandstone_snow_vertical_halftriangle.png,108 素纹黄砖; 172 黄砖竖薄板; 507 黄砖薄板; 540 古老黄砖; 541 方碑黄砖; 1264 黄砖斜板; 1307 黄砖薄斜板; 1308 黄砖大薄斜板; 1351 黄砖竖薄斜板; 1352 黄砖竖大薄斜板; 1375 黄砖竖板; 170021 黄砖三棱柱; 171021 黄砖弧板; 172021 黄砖薄弧板; 173021 黄砖大薄弧板; 174021 黄砖竖薄弧板; 175021 黄砖大竖薄弧板; 176021 黄砖棱锥,贴图列+_snow
sandstone_top.png,109 砂土,贴图列精确
sandstone_top_mix.png,109 砂土,贴图列+_mix
sandstonewall.png,599 沙石柱,贴图列精确
sandstonewall_mix.png,599 沙石柱,贴图列+_mix
sanriocinnamoroll.png,1833 大耳狗方块,贴图列精确
sanriocinnamoroll_bed.png,1827 大耳狗星愿床,贴图列精确
sanriocinnamoroll_chair.png,1829 大耳狗椅子,贴图列精确
sanriocinnamoroll_closet.png,1828 大耳狗衣柜,贴图列精确
sanriocinnamoroll_closet_mix.png,1828 大耳狗衣柜,贴图列+_mix
sanriocinnamoroll_liuyanban.png,1830 大耳狗留言牌,贴图列精确
sanriocinnamoroll_rail.png,1832 大耳狗围栏,贴图列精确
sanriocinnamoroll_sofa.png,1826 大耳狗沙发,贴图列精确
sanriocinnamoroll_table.png,1825 大耳狗餐桌,贴图列精确
sanriocinnamoroll_zipai.png,1831 大耳狗字牌,贴图列精确
sanriohellokitty.png,1824 凯蒂猫方块,贴图列精确
sanriohellokitty_bed.png,1818 凯蒂猫公主床,贴图列精确
sanriohellokitty_chair.png,1820 凯蒂猫公主椅,贴图列精确
sanriohellokitty_closet.png,1819 凯蒂猫衣柜,贴图列精确
sanriohellokitty_door.png,1834 凯蒂猫门,贴图列精确
sanriohellokitty_liuyanban.png,1821 凯蒂猫留言牌,贴图列精确
sanriohellokitty_rail.png,1823 凯蒂猫围栏,贴图列精确
sanriohellokitty_sofa.png,1817 凯蒂猫沙发,贴图列精确
sanriohellokitty_table.png,1816 凯蒂猫餐桌,贴图列精确
sanriohellokitty_zipai.png,1822 凯蒂猫字牌,贴图列精确
sanriokeroppi.png,1854 大眼蛙方块,贴图列精确
sanriokeroppi_bed.png,1862 大眼蛙床,贴图列精确
sanriokeroppi_chair.png,1859 大眼蛙椅子,贴图列精确
sanriokeroppi_closet.png,1861 大眼蛙衣柜,贴图列精确
sanriokeroppi_liuyanban.png,1856 大眼蛙留言牌,贴图列精确
sanriokeroppi_rail.png,1857 大眼蛙围栏,贴图列精确
sanriokeroppi_sofa.png,1860 大眼蛙沙发,贴图列精确
sanriokeroppi_table.png,1858 大眼蛙桌子,贴图列精确
sanriokeroppi_zipai.png,1855 大眼蛙字牌,贴图列精确
sanriokuromi.png,1843 酷洛米方块,贴图列精确
